,AUC,CoxSnell,Nagelkerke,McFadden,Features
8518,74.73856209,0.208970258,0.222901608,0.084549039,2601230 3346453 3632862 diagnosis
10768,74.73856209,0.208111713,0.221985827,0.084157793,2674432 3048778 3632862 diagnosis
173,74.72766885,0.129384175,0.138009786,0.049972963,2531129 2601230 diagnosis
20837,74.70588235,0.126935135,0.135397477,0.048959813,3103062 3843934 2674317 diagnosis
20821,74.70043573,0.125218918,0.133566846,0.048251518,3103062 3818376 3551851 diagnosis
4902,74.69498911,0.186592521,0.199032022,0.07448746,2531129 2601230 2672467 diagnosis
8707,74.68409586,0.228321246,0.243542662,0.093481927,2601230 3585272 3632862 diagnosis
9040,74.67864924,0.121336995,0.129426128,0.046654536,2601230 2968349 3407583 diagnosis
2071,74.65141612,0.254598806,0.271572059,0.105977741,2385696 2773545 3214800 diagnosis
8751,74.65141612,0.195761754,0.208812538,0.078576287,2601230 3632862 3556202 diagnosis
20698,74.6459695,0.156622661,0.167064172,0.061437459,3103062 3632862 3214800 diagnosis
2155,74.62418301,0.224397253,0.23935707,0.091652546,2385696 2815331 3808600 diagnosis
20827,74.62418301,0.140617494,0.149991994,0.054656922,3103062 3818376 3096512 diagnosis
212,74.61873638,0.086303528,0.092057096,0.032553277,2531129 2968349 diagnosis
20986,74.60239651,0.101521158,0.108289235,0.038610891,3103062 2968349 3407583 diagnosis
2997,74.59694989,0.149670765,0.159648816,0.058476639,2385696 3780271 3407583 diagnosis
5176,74.59150327,0.201296792,0.214716579,0.081067147,2531129 2815331 3632862 diagnosis
2421,74.58605664,0.160367534,0.171058702,0.063042535,2385696 3103062 3780271 diagnosis
25152,74.58061002,0.221652338,0.23642916,0.090378348,3337168 3818376 3843934 diagnosis
17697,74.5751634,0.106317502,0.113405335,0.040541431,3017068 3336422 2968349 diagnosis
3103,74.56971678,0.23328704,0.248839509,0.095810382,2385696 3475038 2968349 diagnosis
2069,74.56971678,0.229062916,0.244333777,0.093828742,2385696 2773545 3551851 diagnosis
8755,74.55882353,0.194514436,0.207482065,0.07801734,2601230 3632862 3556110 diagnosis
17417,74.55337691,0.116668008,0.124445875,0.044743083,3017068 3048778 2968349 diagnosis
2640,74.54793028,0.148996991,0.158930124,0.058190965,2385696 3336422 2536332 diagnosis
6069,74.52069717,0.136194255,0.145273872,0.052805296,2531129 3818376 3407583 diagnosis
2313,74.51525054,0.226444099,0.241540372,0.092605636,2385696 3017068 2968436 diagnosis
3042,74.51525054,0.172237988,0.183720521,0.068178013,2385696 3818376 3556202 diagnosis
8252,74.49891068,0.206457815,0.22022167,0.083405294,2601230 3103062 3632862 diagnosis
24405,74.49891068,0.138918784,0.148180036,0.053944694,3336422 3632862 2968349 diagnosis
18087,74.49346405,0.148172287,0.158050439,0.057841607,3017068 3808600 2968349 diagnosis
20689,74.46623094,0.249750228,0.266400244,0.10363928,3103062 3632862 3475038 diagnosis
2357,74.46623094,0.226446872,0.24154333,0.092606929,2385696 3048778 2968436 diagnosis
8746,74.46623094,0.192928499,0.205790399,0.077307901,2601230 3632862 2968399 diagnosis
822,74.46623094,0.150745679,0.160795391,0.05893286,3103062 3632862 diagnosis
8851,74.46078431,0.158288034,0.16884057,0.062150367,2601230 3808600 2968349 diagnosis
2247,74.45533769,0.248089297,0.264628584,0.10284169,2385696 3005266 3780271 diagnosis
5930,74.43899782,0.234164824,0.249775813,0.096223542,2531129 3632862 3808600 diagnosis
2858,74.4335512,0.194178194,0.207123407,0.077866812,2385696 3500787 2968349 diagnosis
20788,74.42810458,0.192244751,0.205061068,0.077002469,3103062 3808600 3818376 diagnosis
827,74.41721133,0.119547809,0.127517663,0.045920857,3103062 3818376 diagnosis
3167,74.41176471,0.223798412,0.238718306,0.091374178,2385696 2968399 2968436 diagnosis
19024,74.41176471,0.162888163,0.173747374,0.064126929,3048778 3808600 3818376 diagnosis
28511,74.40631808,0.228873595,0.244131834,0.093740181,3585272 3632862 3808600 diagnosis
1878,74.40631808,0.216368102,0.230792642,0.087937993,2385696 2601230 2674432 diagnosis
2035,74.40087146,0.262800316,0.280320337,0.109968161,2385696 2773545 2844453 diagnosis
1768,74.40087146,0.2302429,0.245592426,0.094381206,2385696 2531129 2568968 diagnosis
5286,74.40087146,0.229617502,0.244925335,0.094088292,2531129 3005266 3214800 diagnosis
5158,74.40087146,0.222061096,0.236865169,0.090567809,2531129 2815331 3005266 diagnosis
2154,74.39542484,0.17609862,0.187838528,0.069864109,2385696 2815331 3780271 diagnosis
3135,74.39542484,0.148855331,0.15877902,0.058130932,2385696 2674317 2536332 diagnosis
1856,74.38997821,0.301694475,0.32180744,0.129517427,2385696 2568968 3475038 diagnosis
8743,74.38997821,0.255736253,0.272785337,0.106528533,2601230 3632862 3475038 diagnosis
2463,74.38997821,0.22374708,0.238663552,0.091350326,2385696 3104698 3808600 diagnosis
2052,74.37908497,0.296109136,0.315849745,0.126644083,2385696 2773545 3500787 diagnosis
2075,74.37908497,0.241129625,0.257204933,0.099518655,2385696 2773545 3096512 diagnosis
8461,74.37363834,0.15533432,0.165689941,0.060886915,2601230 3336422 2968349 diagnosis
5029,74.35729847,0.234859912,0.250517239,0.096551046,2531129 2674432 3632862 diagnosis
30283,74.35729847,0.166390404,0.177483097,0.065639052,3808600 3818376 3096512 diagnosis
1848,74.35185185,0.259592182,0.276898327,0.108401991,2385696 2568968 3632862 diagnosis
5903,74.34640523,0.180985929,0.193051657,0.072009964,2531129 3585272 3818376 diagnosis
5167,74.34640523,0.151168812,0.161246733,0.059112608,2531129 2815331 3336422 diagnosis
65,74.33006536,0.221454926,0.236218588,0.090286882,2385696 2773545 diagnosis
18629,74.33006536,0.17827492,0.190159915,0.070818074,3048778 3336422 3632862 diagnosis
11340,74.30283224,0.215224466,0.229572764,0.087412007,2674432 3632862 3808600 diagnosis
2622,74.30283224,0.181212057,0.193292861,0.072109559,2385696 3336422 2674317 diagnosis
10729,74.30283224,0.141420872,0.150848931,0.054994249,2674432 3017068 3818376 diagnosis
1798,74.291939,0.213655833,0.227899556,0.086691802,2385696 2531129 3808600 diagnosis
1785,74.291939,0.198898778,0.212158696,0.079985888,2385696 2531129 3336422 diagnosis
1771,74.291939,0.195251485,0.208268251,0.078347521,2385696 2531129 2674432 diagnosis
1881,74.291939,0.193802337,0.206722493,0.077698624,2385696 2601230 2815331 diagnosis
1962,74.291939,0.181116978,0.193191443,0.07206768,2385696 2672467 2674317 diagnosis
1990,74.28104575,0.168232498,0.179447998,0.066436944,2385696 2674432 3103062 diagnosis
6087,74.26470588,0.134310337,0.14326436,0.052019541,2531129 3843934 2968349 diagnosis
2606,74.24291939,0.235076445,0.250748208,0.09665313,2385696 3336422 3346453 diagnosis
1877,74.24291939,0.206443742,0.220206658,0.083398897,2385696 2601230 2672467 diagnosis
5723,74.23202614,0.175254954,0.186938618,0.069494972,2531129 3346453 2968349 diagnosis
8166,74.23202614,0.165988815,0.177054736,0.065465341,2601230 3048778 3585272 diagnosis
2424,74.23202614,0.16357521,0.174480224,0.064423068,2385696 3103062 3843934 diagnosis
319,74.23202614,0.109388618,0.116681192,0.041783011,2601230 2968349 diagnosis
5283,74.2211329,0.217652914,0.232163108,0.088529824,2531129 3005266 2968349 diagnosis
2142,74.2211329,0.182802038,0.194988841,0.072810622,2385696 2815331 3336422 diagnosis
17683,74.21023965,0.146231619,0.155980394,0.05702084,3017068 3336422 3632862 diagnosis
3029,74.20479303,0.195480679,0.208512725,0.078450257,2385696 3808600 2968434 diagnosis
25620,74.19934641,0.235284235,0.250969851,0.09675112,3346453 3632862 3808600 diagnosis
25104,74.19934641,0.203834763,0.217423747,0.082215054,3337168 3780271 3818376 diagnosis
2359,74.19934641,0.168412058,0.179639528,0.066514814,2385696 3048778 2968434 diagnosis
20396,74.19389978,0.118154117,0.126031058,0.045350388,3103062 3336422 3780271 diagnosis
2468,74.18845316,0.188271017,0.200822418,0.075232492,2385696 3104698 2674317 diagnosis
5084,74.18300654,0.217389998,0.231882665,0.088408637,2531129 2773545 3818376 diagnosis
8869,74.18300654,0.167266758,0.178417875,0.06601842,2601230 3818376 2674317 diagnosis
2444,74.18300654,0.147870557,0.157728594,0.057713874,2385696 3103062 2968434 diagnosis
17479,74.18300654,0.130629142,0.139337752,0.05048909,3017068 3103062 3336422 diagnosis
8886,74.17755991,0.142106915,0.151580709,0.055282558,2601230 3818376 2968434 diagnosis
2198,74.16666667,0.23846964,0.254367616,0.098256635,2385696 2844453 3632862 diagnosis
20820,74.16666667,0.131587952,0.140360482,0.050887088,3103062 3818376 2968349 diagnosis
3964,74.16122004,0.209812078,0.22379955,0.084933075,2406361 3103062 3843934 diagnosis
21022,74.16122004,0.088902686,0.094829532,0.033580735,3103062 3214800 3407583 diagnosis
20464,74.12854031,0.203117495,0.216658661,0.081890268,3103062 3346453 3632862 diagnosis
14297,74.12854031,0.194805107,0.207792114,0.078147518,2815331 3048778 3632862 diagnosis
3446,74.12309368,0.2605904,0.277963094,0.10888858,2406361 2601230 3818376 diagnosis
1796,74.10675381,0.212355802,0.226512856,0.086096007,2385696 2531129 3744589 diagnosis
1955,74.10675381,0.208794611,0.222714251,0.08446896,2385696 2672467 3744589 diagnosis
3209,74.10130719,0.150951513,0.161014947,0.059020287,2385696 2968349 3096512 diagnosis
5274,74.09586057,0.214373953,0.22866555,0.087021333,2531129 3005266 3818376 diagnosis
2995,74.09041394,0.15176243,0.161879926,0.059364928,2385696 3780271 3556202 diagnosis
20833,74.09041394,0.121536284,0.129638703,0.046736349,3103062 3818376 2536332 diagnosis
1916,74.07407407,0.174701108,0.186347849,0.069252848,2385696 2601230 3551851 diagnosis
25128,74.06862745,0.251752036,0.268535505,0.104602912,3337168 3808600 3818376 diagnosis
2248,74.06318083,0.285957162,0.305020973,0.121479366,2385696 3005266 3808600 diagnosis
5931,74.06318083,0.19577274,0.208824256,0.078581214,2531129 3632862 3818376 diagnosis
2829,74.04139434,0.146005994,0.155739727,0.056925538,2385696 3428268 3551851 diagnosis
5709,74.03594771,0.226581815,0.241687269,0.092669852,2531129 3346453 3632862 diagnosis
2160,74.03594771,0.18811167,0.200652448,0.075161697,2385696 2815331 2674317 diagnosis
2634,74.03594771,0.172463923,0.183961518,0.068276472,2385696 3336422 3096512 diagnosis
8137,74.03594771,0.148828923,0.158750851,0.058119742,2601230 3017068 2968349 diagnosis
6182,74.03594771,0.114077296,0.121682449,0.043686816,2531129 2968399 2968349 diagnosis
8736,74.02505447,0.228100207,0.243306888,0.093378631,2601230 3632862 3708874 diagnosis
2409,74.02505447,0.164479043,0.175444313,0.06481302,2385696 3103062 3336422 diagnosis
8032,74.01960784,0.23011974,0.245461056,0.094323504,2601230 2844453 3632862 diagnosis
2832,74.01416122,0.159828889,0.170484148,0.062811229,2385696 3428268 3407583 diagnosis
2422,74.0087146,0.198668488,0.211913054,0.079882221,2385696 3103062 3808600 diagnosis
14972,73.99782135,0.172481642,0.183980418,0.068284194,2815331 3808600 3818376 diagnosis
8483,73.99237473,0.283640618,0.302549993,0.120311139,2601230 3337168 3632862 diagnosis
20817,73.99237473,0.138417889,0.147645748,0.05373495,3103062 3818376 2968399 diagnosis
5268,73.97603486,0.249305502,0.265925868,0.103425546,2531129 3005266 3585272 diagnosis
8128,73.97603486,0.172317905,0.183805765,0.068212837,2601230 3017068 3818376 diagnosis
30551,73.97603486,0.12099375,0.12906,0.046513668,3818376 3843934 2968349 diagnosis
5869,73.94335512,0.240938979,0.257001578,0.099428057,2531129 3500787 3632862 diagnosis
2999,73.9379085,0.164440825,0.175403547,0.064796523,2385696 3780271 3556110 diagnosis
20792,73.93246187,0.154081592,0.164353698,0.060352394,3103062 3808600 2674317 diagnosis
2056,73.92156863,0.270477837,0.288509693,0.113744072,2385696 2773545 3744589 diagnosis
2529,73.91067538,0.341068474,0.363806372,0.150449885,2385696 3157311 3336422 diagnosis
62,73.90522876,0.169395055,0.180688058,0.066941408,2385696 2601230 diagnosis
7801,73.88888889,0.147116051,0.156923788,0.057394662,2601230 2672467 2968349 diagnosis
2034,73.88344227,0.254103296,0.271043516,0.105738061,2385696 2773545 2815331 diagnosis
8881,73.88344227,0.156743358,0.167192915,0.061489079,2601230 3818376 3096512 diagnosis
25027,73.87799564,0.23804836,0.25391825,0.098057165,3337168 3632862 3843934 diagnosis
30277,73.87799564,0.15476439,0.165082016,0.060643636,3808600 3818376 3551851 diagnosis
20822,73.87799564,0.14248085,0.151979574,0.055439801,3103062 3818376 3556202 diagnosis
3237,73.87254902,0.228199154,0.243412431,0.093424867,2385696 3556202 2968436 diagnosis
10773,73.87254902,0.167569834,0.178741156,0.066149712,2674432 3048778 3818376 diagnosis
3009,73.8671024,0.212874624,0.227066266,0.086333661,2385696 3808600 3843934 diagnosis
2932,73.86165577,0.227214454,0.242362084,0.092964996,2385696 3708874 3808600 diagnosis
3208,73.86165577,0.152414817,0.162575805,0.059642432,2385696 2968349 3556110 diagnosis
5012,73.86165577,0.14068203,0.150060832,0.054684007,2531129 2674432 3017068 diagnosis
20768,73.86165577,0.128185709,0.136731423,0.049476811,3103062 3780271 2674317 diagnosis
24527,73.85620915,0.130161787,0.138839239,0.050295251,3336422 3818376 2968399 diagnosis
20994,73.85620915,0.098842906,0.105432433,0.037537367,3103062 2968349 2968434 diagnosis
18830,73.85076253,0.231172008,0.246583475,0.094816808,3048778 3428268 3632862 diagnosis
2926,73.82897603,0.228694425,0.243940719,0.093656389,2385696 3632862 3749734 diagnosis
20985,73.82352941,0.10188392,0.108676181,0.038756543,3103062 2968349 3214800 diagnosis
1919,73.81808279,0.182088535,0.194227771,0.072495852,2385696 2601230 3407583 diagnosis
5443,73.80718954,0.211230763,0.225312814,0.085581202,2531129 3103062 3632862 diagnosis
2153,73.80174292,0.212779104,0.226964378,0.086289895,2385696 2815331 3744589 diagnosis
1832,73.7962963,0.239746616,0.255729723,0.09886194,2385696 2568968 3048778 diagnosis
2420,73.7962963,0.206062986,0.219800518,0.083225884,2385696 3103062 3744589 diagnosis
20563,73.79084967,0.223357288,0.238247774,0.091169261,3103062 3405587 3632862 diagnosis
8653,73.79084967,0.178711822,0.190625944,0.071009891,2601230 3428268 3818376 diagnosis
18054,73.79084967,0.135226228,0.14424131,0.052401332,3017068 3780271 3818376 diagnosis
7771,73.78540305,0.160213614,0.170894522,0.062976424,2601230 2672467 3048778 diagnosis
9316,73.77995643,0.116476823,0.124241945,0.044665029,2672467 2815331 3818376 diagnosis
20824,73.7745098,0.137163452,0.146307682,0.053210202,3103062 3818376 3407583 diagnosis
7852,73.76906318,0.161878401,0.172670294,0.063692131,2601230 2674432 2968349 diagnosis
1852,73.75816993,0.260760278,0.278144296,0.108971453,2385696 2568968 3808600 diagnosis
2965,73.75816993,0.210626213,0.22466796,0.085304871,2385696 3744589 2968399 diagnosis
2291,73.75816993,0.193027989,0.205896521,0.077352365,2385696 3017068 3744589 diagnosis
13254,73.75272331,0.187421655,0.199916432,0.074855294,2804221 3103062 3632862 diagnosis
2298,73.75272331,0.164470354,0.175435044,0.064809269,2385696 3017068 2674317 diagnosis
3023,73.74727669,0.192205616,0.205019324,0.076984995,2385696 3808600 3556110 diagnosis
10754,73.74727669,0.148919677,0.158847656,0.0581582,2674432 3048778 3103062 diagnosis
2253,73.73093682,0.283956179,0.30288659,0.120470053,2385696 3005266 2674317 diagnosis
1791,73.73093682,0.180848559,0.192905129,0.071949475,2385696 2531129 3428268 diagnosis
2212,73.7254902,0.180991542,0.193057644,0.072012436,2385696 2844453 2968349 diagnosis
5940,73.7254902,0.176212563,0.187960067,0.069913993,2531129 3632862 2968349 diagnosis
836,73.7254902,0.089917866,0.09591239,0.033982835,3103062 2968349 diagnosis
2324,73.7037037,0.193758752,0.206676002,0.077679125,2385696 3048778 3336422 diagnosis
3005,73.7037037,0.156016399,0.166417493,0.061178282,2385696 3780271 2968434 diagnosis
2461,73.69825708,0.223634015,0.238542949,0.091297796,2385696 3104698 3744589 diagnosis
14258,73.69281046,0.123642747,0.131885597,0.047602245,2815331 3017068 3818376 diagnosis
7816,73.68191721,0.255345352,0.272368376,0.10633915,2601230 2674432 2773545 diagnosis
24174,73.68191721,0.201466571,0.214897676,0.081143823,3336422 3346453 3632862 diagnosis
2633,73.67102397,0.158891108,0.169483849,0.062408877,2385696 3336422 3556110 diagnosis
1986,73.66557734,0.272275607,0.290427315,0.114633981,2385696 2674432 3005266 diagnosis
17497,73.6546841,0.142821641,0.152343084,0.055583167,3017068 3103062 2674317 diagnosis
2929,73.64923747,0.212710807,0.226891527,0.086258605,2385696 3632862 3556274 diagnosis
8896,73.64923747,0.140263621,0.149614529,0.054508435,2601230 3843934 2968349 diagnosis
5569,73.64379085,0.291408791,0.310836044,0.124243632,2531129 3157311 3843934 diagnosis
5273,73.63834423,0.271208114,0.289288655,0.1141053,2531129 3005266 3808600 diagnosis
17408,73.63834423,0.144513994,0.154148261,0.05629596,3017068 3048778 3818376 diagnosis
11443,73.6328976,0.193284317,0.206169938,0.077466948,2674432 3808600 3818376 diagnosis
10489,73.62745098,0.324694614,0.346340921,0.141597008,2674432 2773545 3632862 diagnosis
89,73.62200436,0.18200579,0.194139509,0.072459366,2385696 3744589 diagnosis
20983,73.62200436,0.096695474,0.103141839,0.036678915,3103062 2968349 3551851 diagnosis
3044,73.61111111,0.176224017,0.187972285,0.069919007,2385696 3818376 3407583 diagnosis
13525,73.60021786,0.185945783,0.198342169,0.074200803,2804221 3346453 3818376 diagnosis
5305,73.58932462,0.143539139,0.153108415,0.055885194,2531129 3017068 3336422 diagnosis
9048,73.58932462,0.117619856,0.12546118,0.045131942,2601230 2968349 2968434 diagnosis
5253,73.583878,0.234812606,0.250466779,0.096528747,2531129 3005266 3048778 diagnosis
2006,73.583878,0.230818325,0.246206214,0.094650926,2385696 2674432 3744589 diagnosis
2631,73.57843137,0.161658701,0.172435948,0.063597598,2385696 3336422 3407583 diagnosis
20708,73.57298475,0.154994554,0.165327525,0.060741864,3103062 3632862 2536332 diagnosis
3025,73.56753813,0.247870843,0.264395565,0.102736917,2385696 3808600 2359439 diagnosis
17997,73.5620915,0.140032169,0.149367647,0.05441135,3017068 3632862 2968434 diagnosis
11119,73.55664488,0.215272473,0.229623971,0.087434071,2674432 3346453 3632862 diagnosis
17977,73.55664488,0.154125119,0.164400127,0.060370953,3017068 3632862 3843934 diagnosis
3963,73.55119826,0.248920242,0.265514925,0.103240494,2406361 3103062 3818376 diagnosis
2074,73.55119826,0.234244477,0.249860776,0.096261057,2385696 2773545 3556110 diagnosis
71,73.55119826,0.150452616,0.16048279,0.058808419,2385696 3048778 diagnosis
18122,73.55119826,0.113424949,0.120986612,0.043421333,3017068 3818376 2968434 diagnosis
1884,73.54575163,0.190214455,0.202895418,0.076097051,2385696 2601230 3017068 diagnosis
17688,73.54575163,0.149747014,0.159730148,0.058508982,3017068 3336422 3818376 diagnosis
3047,73.52941176,0.182418234,0.19457945,0.072641269,2385696 3818376 3096512 diagnosis
9037,73.52941176,0.114530807,0.122166194,0.043871495,2601230 2968349 3551851 diagnosis
